V1,movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating,Cluster
9881,32347,Barbary Coast (1935),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.89285714285714,3
9882,32349,Stella Dallas (1937),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.57058823529412,3
9883,32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.51639344262295,4
9884,32354,Free Radicals (Böse Zellen) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
9885,32357,"Unfaithful, The (1947)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.25,2
9886,32361,Come and Get It (1936),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.34375,3
9887,32369,Panic in the Streets (1950),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3.57964601769912,2
9888,32371,Call Northside 777 (1948),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.5036496350365,2
9889,32375,"Young Törless, The (Junge Törless, Der) (1966)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.31666666666667,3
9890,32381,Bells Are Ringing (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.5,8
9891,32383,Finian's Rainbow (1968),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.03723404255319,8
9892,32385,"Toolbox Murders, The (1978)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.41860465116279,3
9893,32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.79365079365079,3
9894,32389,Deep Crimson (Profundo carmesí) (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4,3
9895,32392,800 Bullets (800 Balas) (2002),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.03521126760563,1
9896,32395,Attack of the Mushroom People (Matango) (1963),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3.05555555555556,4
9897,32415,"Ebola Syndrome, The (Yi boh laai beng duk) (1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4,1
9898,32419,"Music of Chance, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.79166666666667,3
9899,32421,Tammy and the T-Rex (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,7
9900,32433,Mixed Blood (1984),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
9901,32440,If Looks Could Kill (1991),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,1
9902,32442,Greedy (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87735849056604,1
9903,32444,Carmen (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.68518518518519,8
9904,32452,My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun) (1999),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39473684210526,1
9905,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.5859375,4
9906,32460,Knockin' on Heaven's Door (1997),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.93470790378007,1
9907,32464,City of Hope (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5625,3
9908,32469,We're No Angels (1955),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.73287671232877,1
9909,32471,Sons and Lovers (1960),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
9910,32478,"Arrow, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.375,3
9911,32483,Ruggles of Red Gap (1935),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.36,1
9912,32485,Greetings (1968),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5625,1
9913,32493,End of the Century: The Story of the Ramones (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.48245614035088,8
9914,32497,Love Letter (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3
9915,32501,Natural City (2003),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.3,7
9916,32509,This Sporting Life (1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.67741935483871,3
9917,32511,"Touch of Zen, A (Xia nu) (1971)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75806451612903,3
9918,32515,Walker (1987),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.18181818181818,9
9919,32518,Zu: Warriors from the Magic Mountain (Xin shu shan jian ke) (1983),0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.19565217391304,4
9920,32520,Whistle Down the Wind (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.55,3
9921,32525,"Earrings of Madame de..., The (Madame de...) (1953)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.93388429752066,3
9922,32535,No One Writes to the Colonel (El coronel no tiene quien le escriba) (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,3
9923,32551,Speedy (1928),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35714285714286,1
9924,32554,Memories (Memorîzu) (1995),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.82828282828283,4
9925,32560,Invasion of Astro-Monster (Godzilla vs. Monster Zero) (Kaijû daisensô) (1965),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.85714285714286,7
9926,32562,Harvie Krumpet (2003),0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.81067961165049,1
9927,32567,Investigating Sex (a.k.a. Intimate Affairs) (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.625,1
9928,32582,"Wild Parrots of Telegraph Hill, The (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75875486381323,6
9929,32584,"Ballad of Jack and Rose, The (2005)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.29391891891892,3
9930,32587,Sin City (2005),0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.87420063303404,2
9931,32589,Beauty Shop (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70053475935829,1
9932,32591,Look at Me (Comme une image) (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4635761589404,1
9933,32593,Dust to Glory (2005),0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.47058823529412,6
9934,32596,Sahara (2005),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05716523101018,1
9935,32598,Fever Pitch (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.26627534685165,1
9936,32600,Eros (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.98630136986301,3
9937,32602,Winter Solstice (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6875,3
9938,32605,Smile (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.625,3
9939,32617,Eye of the Tiger (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57317073170732,3
9940,32620,Not on the Lips (Pas sur la bouche) (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.11363636363636,8
9941,32625,"Krakatoa, East of Java (1969)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.53448275862069,3
9942,32627,Rhinestone (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86320754716981,1
9943,32632,Electra Glide in Blue (1973),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43421052631579,3
9944,32646,Bring on the Night (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.51219512195122,8
9945,32649,"Special Day, A (Giornata particolare, Una) (1977)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.76666666666667,9
9946,32653,This Land Is Mine (1943),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.56666666666667,9
9947,32655,"Foul King, The (Banchikwang) (2000)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1
9948,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9719387755102,3
9949,32659,Tanguy (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11111111111111,1
9950,32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97619047619048,1
9951,32668,Blind Horizon (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.08,3
9952,32674,Islands in the Stream (1977),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.11290322580645,3
9953,32677,Go for Broke! (1951),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.225,9
9954,32686,Blood on Satan's Claw (a.k.a. Satan's Skin) (1971),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.32352941176471,3
9955,32689,"Reuben, Reuben (1983)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.15,1
9956,32705,Why Has Bodhi-Dharma Left for the East?: A Zen Fable (Dharmaga tongjoguro kan kkadalgun) (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3
9957,32707,Blue (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75862068965517,3
9958,32716,Bilitis (1977),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3
9959,32719,Burn! (Queimada) (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.5,3
9960,32721,Battle of the Bulge (1965),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.40178571428571,9
9961,32724,Ghosts... of the Civil Dead (1988),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
9962,32728,"Little Girl Who Lives Down the Lane, The (1976)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.3974358974359,5
9963,32735,Arabian Nights (Il fiore delle mille e una notte) (1974),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.57407407407407,4
9964,32737,Age of Consent (1969),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.79545454545455,1
9965,32741,Oedipus Rex (Edipo re) (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.96666666666667,3
9966,32743,Ringu 0: Bâsudei (2000),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.06018518518519,3
9967,32770,Brothers (Brødre) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.65646258503401,3
9968,32777,Major Barbara (1941),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22222222222222,1
9969,32779,Steppenwolf (1974),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
9970,32781,Hawaii (1966),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.24468085106383,3
9971,32783,Pretty Maids All in a Row (1971),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.28571428571429,1
9972,32788,Loners (Samotári) (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.53846153846154,3
9973,32792,"Red Desert (Deserto rosso, Il) (1964)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.69354838709677,3
9974,32797,Satan's Brew (Satansbraten) (1976),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.42857142857143,1
9975,32799,Maidens in Uniform (Mädchen in Uniform) (1931),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4375,3
9976,32811,Diary of a Lost Girl (Tagebuch einer Verlorenen) (1929),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.64285714285714,3
9977,32825,Sexmission (Seksmisja) (1984),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.74827586206897,7
9978,32830,44 Minutes: The North Hollywood Shoot-Out (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,3
9979,32834,Macbeth (1948),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.30681818181818,3
9980,32836,Garage Olimpo (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
9981,32840,Vincent (1982),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92369477911647,3
9982,32844,Waterloo Bridge (1940),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.7,9
9983,32851,Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus) (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.44444444444444,6
9984,32853,"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.03846153846154,9
9985,32860,Premiers désirs (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.16666666666667,3
9986,32862,With Six You Get Eggroll (1968),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.18852459016393,1
9987,32864,"Move Over, Darling (1963)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1,1
9988,32866,Love Me or Leave Me (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.58333333333333,8
9989,32875,Holiday (Jour de fête) (1949),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53947368421053,1
9990,32882,"Big Store, The (1941)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.20833333333333,8
9991,32890,Mother Küsters Goes to Heaven (Mutter Küsters' Fahrt zum Himmel) (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
9992,32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.98,9
9993,32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.73818897637795,4
9994,32902,Whisky (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.15789473684211,1
9995,32906,"Ascent, The (Voskhozhdeniye) (1977)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.79545454545455,9
9996,32914,Carrie (2002),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.67272727272727,3
9997,32917,Boccaccio '70 (1962),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.125,4
9998,32923,Frankenfish (2004),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.7,7
9999,32925,Who's Your Daddy? (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666666666667,1
10000,32928,Control (2004),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.13636363636364,7
10001,32935,Evil Remains (Trespassing) (2004),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
10002,32941,"Self-Made Hero, A (Un héros très discret) (1996)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.41666666666667,1
10003,32943,Life Is Sweet (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.79044117647059,1
10004,32952,Ride the Pink Horse (1947),0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3.16666666666667,2
10005,32954,"Chant of Jimmy Blacksmith, The (1978)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.56666666666667,3
10006,32957,Double Suicide (Shinjû: Ten no amijima) (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.90909090909091,3
10007,32959,Boy (Shônen) (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.125,3
10008,32966,Let Him Have It (1991),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.36842105263158,3
10009,32968,Guelwaar (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,3
10010,32972,Dr. Akagi (Kanzo sensei) (1998),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2,9
10011,32974,Black Rain (Kuroi ame) (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.7,9
10012,32979,Alexandra's Project (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.15714285714286,3
10013,32988,Clean (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.39516129032258,3
10014,32994,"Delicate Art of Parking, The (2003)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
10015,32999,Wilson (1944),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.90909090909091,3
10016,33001,Blossoms in the Dust (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1,3
10017,33004,"Hitchhiker's Guide to the Galaxy, The (2005)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.38976114915651,7
10018,33008,King's Game (Kongekabale) (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.68,3
10019,33021,Dark Habits (Entre tinieblas) (1983),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3,1
10020,33027,Snake and Crane Arts of Shaolin (She hao ba bu) (1978),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,3
10021,33036,"Eiger Sanction, The (1975)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.24301675977654,3
10022,33049,It Started in Naples (1960),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.16666666666667,1
10023,33051,Skin Game (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.25,1
10024,33072,F for Fake (Vérités et mensonges) (1973),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.72972972972973,5
10025,33081,Love Comes Softly (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.475,3
10026,33085,"Amityville Horror, The (2005)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.89464285714286,3
10027,33090,Mutant Aliens (2001),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6,7
10028,33092,Acts of Worship (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.25,3
10029,33098,Ike: Countdown to D-Day (2004),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4375,9
10030,33102,Cry of the Banshee (1970),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.75,3
10031,33110,Phantom Lady (1944),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.5,2
10032,33113,Act of Violence (1948),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.68918918918919,2
10033,33117,Rouge (Yin ji kau) (1988),0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3.9375,4
10034,33119,Miracle in Milan (Miracolo a Milano) (1951),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.89473684210526,4
10035,33124,Before the Fall (NaPolA - Elite für den Führer) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.66371681415929,9
10036,33126,"Frisco Kid, The (1979)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.38888888888889,1
10037,33129,Onmyoji (Onmyoji: The Yin Yang Master) (2001),0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.5,4
10038,33132,State Property 2 (2005),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.36363636363636,3
10039,33134,"Year of the Yao, The (2004)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.48936170212766,6
10040,33136,House of D (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.30612244897959,3
10041,33138,Palindromes (2004),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4819944598338,1
10042,33140,Down and Derby (2005),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,10
10043,33142,"Wake in Providence, A (1999)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16666666666667,1
10044,33145,"Lot Like Love, A (2005)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.41082164328657,1
10045,33148,King's Ransom (2005),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29310344827586,1
10046,33150,"Game of Their Lives, The (2005)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.15217391304348,3
10047,33152,Madison (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.96428571428571,3
10048,33154,Enron: The Smartest Guys in the Room (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.91428571428571,6
10049,33158,xXx: State of the Union (2005),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.32341526520052,3
10050,33160,Death of a Dynasty (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
10051,33162,Kingdom of Heaven (2005),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.47125748502994,9
10052,33164,House of Wax (2005),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.37379972565158,3
10053,33166,Crash (2004),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86528381844541,3
10054,33168,Jiminy Glick in La La Wood (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.03846153846154,5
10055,33171,Mysterious Skin (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.80839612486545,5
10056,33188,Mischief (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.11016949152542,1
10057,33191,Jubal (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.975,3
10058,33193,Viva María! (1965),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.82258064516129,1
10059,33201,Between Your Legs (Entre las piernas) (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3.375,5
10060,33226,Zatoichi Meets the One-Armed Swordsman (Shin zatô Ichi: Yabure! Tôjin-ken) (Zatôichi 22) (1971),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,3
10061,33235,Isadora (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,3
10062,33237,San Francisco (1936),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.575,8
10063,33245,Earth (Zemlya) (1930),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,3
10064,33247,Torments (El) (This Strange Passion) (1953),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.73076923076923,3
10065,33251,"Bitch, The (La chienne) (1931)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.88461538461538,3
10066,33253,Erendira (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3,3
10067,33255,"Private Lives of Elizabeth and Essex, The (1939)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.95833333333333,3
10068,33261,"Search, The (1948)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.42857142857143,9
10069,33264,Satan's Tango (Sátántangó) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.82222222222222,3
10070,33267,On Borrowed Time (1939),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4
10071,33270,"Taste of Tea, The (Cha no aji) (2004)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8203125,1
10072,33288,Kes (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75179856115108,3
10073,33292,"Human Comedy, The (1943)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,3
10074,33294,Vampire Hunter D (1985),0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.18055555555556,4
10075,33296,Buying the Cow (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.96296296296296,1
